Language_ID,Parameter_ID,Value,Language_ID_raw,Parameter_ID_raw,Code_ID,Language_abbr,Language_Type_ID,Language_Region_ID,Parameter_Category_ID,Parameter_Description,Parameter_Attestation,Parameter_Pervasiveness,Source,Example_ID,Comment
Orkney and Shetland English,She/her used for inanimate referents,B,1,1,1-B,O&SE,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,4084,
Scottish English,She/her used for inanimate referents,B,2,1,1-B,ScE,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,4013,
Irish English,She/her used for inanimate referents,B,3,1,1-B,IrE,L1c,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,3951,
Manx English,She/her used for inanimate referents,C,4,1,1-C,ManxE,L1c,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,1893,
Welsh English,She/her used for inanimate referents,B,5,1,1-B,WelE,L1c,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
English dialects in the North of England,She/her used for inanimate referents,C,6,1,1-C,North,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
English dialects in the Southwest of England,She/her used for inanimate referents,C,7,1,1-C,SW,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,1154,
East Anglian English,She/her used for inanimate referents,C,8,1,1-C,EA,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,331,
English dialects in the Southeast of England,She/her used for inanimate referents,D,9,1,1-D,SE,L1t,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Channel Islands English,She/her used for inanimate referents,C,10,1,1-C,ChIsE,L1c,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,418,
British Creole,She/her used for inanimate referents,D,11,1,1-D,BrC,Cr,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Maltese English,She/her used for inanimate referents,C,12,1,1-C,MaltE,L1c,BI,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Newfoundland English,She/her used for inanimate referents,A,13,1,1-A,NfldE,L1t,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,2043,
Colloquial American English,She/her used for inanimate referents,C,14,1,1-C,CollAmE,L1c,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Urban African American Vernacular English,She/her used for inanimate referents,C,15,1,1-C,UAAVE,L1c,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Rural African American Vernacular English,She/her used for inanimate referents,C,16,1,1-C,RAAVE,L1c,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Earlier African American Vernacular English,She/her used for inanimate referents,D,17,1,1-D,EAAVE,L1c,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Ozark English,She/her used for inanimate referents,B,18,1,1-B,OzE,L1t,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Appalachian English,She/her used for inanimate referents,D,19,1,1-D,AppE,L1t,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Southeast American enclave dialects,She/her used for inanimate referents,B,20,1,1-B,SEAmE,L1t,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Gullah,She/her used for inanimate referents,C,21,1,1-C,Gullah,Cr,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Chicano English,She/her used for inanimate referents,?,22,1,1-NA,ChcE,L2,Am,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Bahamian English,She/her used for inanimate referents,B,23,1,1-B,BahE,L1c,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Bahamian Creole,She/her used for inanimate referents,D,24,1,1-D,BahC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Barbadian Creole (Bajan),She/her used for inanimate referents,A,25,1,1-A,Bajan,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,488,
Jamaican English,She/her used for inanimate referents,D,26,1,1-D,JamE,L2,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Jamaican Creole,She/her used for inanimate referents,C,27,1,1-C,JamC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
San Andrés Creole,She/her used for inanimate referents,D,28,1,1-D,SanAC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Belizean Creole,She/her used for inanimate referents,D,29,1,1-D,BelC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Guyanese Creole (Creolese),She/her used for inanimate referents,C,30,1,1-C,GuyC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Eastern Maroon Creole,She/her used for inanimate referents,X,31,1,1-X,EMarC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Saramaccan,She/her used for inanimate referents,X,32,1,1-X,Saramaccan,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Sranan,She/her used for inanimate referents,D,33,1,1-D,Sranan,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Trinidadian Creole,She/her used for inanimate referents,D,34,1,1-D,TrinC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Vincentian Creole,She/her used for inanimate referents,C,35,1,1-C,VinC,Cr,Ca,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,1617,
Krio (Sierra Leone Creole),She/her used for inanimate referents,X,36,1,1-X,Krio,Cr,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Liberian Settler English,She/her used for inanimate referents,D,37,1,1-D,LibSE,L1c,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Vernacular Liberian English,She/her used for inanimate referents,D,38,1,1-D,VLibE,P,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Ghanaian English,She/her used for inanimate referents,D,39,1,1-D,GhE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Ghanaian Pidgin,She/her used for inanimate referents,X,40,1,1-X,GhP,P,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Nigerian English,She/her used for inanimate referents,D,41,1,1-D,NigE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Nigerian Pidgin,She/her used for inanimate referents,X,42,1,1-X,NigP,P,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Cameroon English,She/her used for inanimate referents,D,43,1,1-D,CamE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Cameroon Pidgin,She/her used for inanimate referents,X,44,1,1-X,CamP,P,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Tanzanian English,She/her used for inanimate referents,D,45,1,1-D,TznE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Kenyan English,She/her used for inanimate referents,C,46,1,1-C,KenE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,670,
Ugandan English,She/her used for inanimate referents,D,47,1,1-D,UgE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
White Zimbabwean English,She/her used for inanimate referents,D,48,1,1-D,WhZimE,L1c,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Black South African English,She/her used for inanimate referents,C,49,1,1-C,BlSAfE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,3275,
Indian South African English,She/her used for inanimate referents,D,50,1,1-D,InSAfE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
White South African English,She/her used for inanimate referents,C,51,1,1-C,WhSAfE,L1c,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,3378,
Indian English,She/her used for inanimate referents,D,52,1,1-D,IndE,L2,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Pakistani English,She/her used for inanimate referents,D,53,1,1-D,PakE,L2,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Butler English,She/her used for inanimate referents,B,54,1,1-B,ButlE,P,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Sri Lankan English,She/her used for inanimate referents,D,55,1,1-D,SLkE,L2,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Hong Kong English,She/her used for inanimate referents,D,56,1,1-D,HKE,L2,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Colloquial Singapore English (Singlish),She/her used for inanimate referents,D,57,1,1-D,CollSgE,L1c,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Malaysian English,She/her used for inanimate referents,D,58,1,1-D,MalE,L2,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Australian English,She/her used for inanimate referents,C,59,1,1-C,AusE,L1c,Au,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,3612,
Australian Vernacular English,She/her used for inanimate referents,B,60,1,1-B,AusVE,L1c,Au,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Aboriginal English,She/her used for inanimate referents,B,61,1,1-B,AborE,L1c,Au,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Roper River Creole (Kriol),She/her used for inanimate referents,?,62,1,1-NA,RRC,Cr,Au,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Torres Strait Creole,She/her used for inanimate referents,?,63,1,1-NA,TorSC,Cr,Au,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
New Zealand English,She/her used for inanimate referents,B,64,1,1-B,NZE,L1c,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Norfolk Island/ Pitcairn English,She/her used for inanimate referents,D,65,1,1-D,Norf'k,P,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Palmerston English,She/her used for inanimate referents,D,66,1,1-D,PalmE,Cr,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Acrolectal Fiji English,She/her used for inanimate referents,?,67,1,1-NA,FijiE,L2,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Pure Fiji English (basilectal FijiE),She/her used for inanimate referents,B,68,1,1-B,CollFijiE,L2,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Bislama,She/her used for inanimate referents,X,69,1,1-X,Bislama,Cr,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Tok Pisin,She/her used for inanimate referents,X,70,1,1-X,TP,P,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Hawaiʼi Creole,She/her used for inanimate referents,C,71,1,1-C,HawC,Cr,Pa,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,1798,
Falkland Islands English,She/her used for inanimate referents,B,72,1,1-B,FlkE,L1c,SA,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,3750,
St. Helena English,She/her used for inanimate referents,C,73,1,1-C,StHE,L1c,SA,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Tristan da Cunha English,She/her used for inanimate referents,B,74,1,1-B,TdCE,L1c,SA,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Philippine English,She/her used for inanimate referents,C,75,1,1-C,PhilE,L1c,As,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Cape Flats English,She/her used for inanimate referents,C,76,1,1-C,CFE,L2,Af,1,She was burning good [about a house],0.486842105263158,0.451351351351351,,,
Orkney and Shetland English,He/him used for inanimate referents,B,1,2,2-B,O&SE,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,4085,
Scottish English,He/him used for inanimate referents,D,2,2,2-D,ScE,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Irish English,He/him used for inanimate referents,D,3,2,2-D,IrE,L1c,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Manx English,He/him used for inanimate referents,D,4,2,2-D,ManxE,L1c,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Welsh English,He/him used for inanimate referents,B,5,2,2-B,WelE,L1c,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,958,
English dialects in the North of England,He/him used for inanimate referents,C,6,2,2-C,North,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
English dialects in the Southwest of England,He/him used for inanimate referents,B,7,2,2-B,SW,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,1155,
East Anglian English,He/him used for inanimate referents,D,8,2,2-D,EA,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
English dialects in the Southeast of England,He/him used for inanimate referents,D,9,2,2-D,SE,L1t,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Channel Islands English,He/him used for inanimate referents,C,10,2,2-C,ChIsE,L1c,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,419,
British Creole,He/him used for inanimate referents,D,11,2,2-D,BrC,Cr,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Maltese English,He/him used for inanimate referents,D,12,2,2-D,MaltE,L1c,BI,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Newfoundland English,He/him used for inanimate referents,B,13,2,2-B,NfldE,L1t,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,2044,
Colloquial American English,He/him used for inanimate referents,X,14,2,2-X,CollAmE,L1c,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Urban African American Vernacular English,He/him used for inanimate referents,D,15,2,2-D,UAAVE,L1c,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Rural African American Vernacular English,He/him used for inanimate referents,D,16,2,2-D,RAAVE,L1c,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Earlier African American Vernacular English,He/him used for inanimate referents,C,17,2,2-C,EAAVE,L1c,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,1225,
Ozark English,He/him used for inanimate referents,C,18,2,2-C,OzE,L1t,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Appalachian English,He/him used for inanimate referents,D,19,2,2-D,AppE,L1t,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Southeast American enclave dialects,He/him used for inanimate referents,C,20,2,2-C,SEAmE,L1t,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Gullah,He/him used for inanimate referents,?,21,2,2-NA,Gullah,Cr,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Chicano English,He/him used for inanimate referents,?,22,2,2-NA,ChcE,L2,Am,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Bahamian English,He/him used for inanimate referents,D,23,2,2-D,BahE,L1c,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Bahamian Creole,He/him used for inanimate referents,B,24,2,2-B,BahC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,1339,
Barbadian Creole (Bajan),He/him used for inanimate referents,C,25,2,2-C,Bajan,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Jamaican English,He/him used for inanimate referents,D,26,2,2-D,JamE,L2,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Jamaican Creole,He/him used for inanimate referents,B,27,2,2-B,JamC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,2320,
San Andrés Creole,He/him used for inanimate referents,D,28,2,2-D,SanAC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Belizean Creole,He/him used for inanimate referents,D,29,2,2-D,BelC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Guyanese Creole (Creolese),He/him used for inanimate referents,B,30,2,2-B,GuyC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Eastern Maroon Creole,He/him used for inanimate referents,X,31,2,2-X,EMarC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Saramaccan,He/him used for inanimate referents,X,32,2,2-X,Saramaccan,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Sranan,He/him used for inanimate referents,X,33,2,2-X,Sranan,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Trinidadian Creole,He/him used for inanimate referents,D,34,2,2-D,TrinC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Vincentian Creole,He/him used for inanimate referents,D,35,2,2-D,VinC,Cr,Ca,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Krio (Sierra Leone Creole),He/him used for inanimate referents,X,36,2,2-X,Krio,Cr,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Liberian Settler English,He/him used for inanimate referents,D,37,2,2-D,LibSE,L1c,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Vernacular Liberian English,He/him used for inanimate referents,D,38,2,2-D,VLibE,P,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Ghanaian English,He/him used for inanimate referents,D,39,2,2-D,GhE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Ghanaian Pidgin,He/him used for inanimate referents,X,40,2,2-X,GhP,P,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Nigerian English,He/him used for inanimate referents,D,41,2,2-D,NigE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Nigerian Pidgin,He/him used for inanimate referents,X,42,2,2-X,NigP,P,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Cameroon English,He/him used for inanimate referents,D,43,2,2-D,CamE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Cameroon Pidgin,He/him used for inanimate referents,X,44,2,2-X,CamP,P,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Tanzanian English,He/him used for inanimate referents,D,45,2,2-D,TznE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Kenyan English,He/him used for inanimate referents,D,46,2,2-D,KenE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Ugandan English,He/him used for inanimate referents,D,47,2,2-D,UgE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
White Zimbabwean English,He/him used for inanimate referents,D,48,2,2-D,WhZimE,L1c,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Black South African English,He/him used for inanimate referents,C,49,2,2-C,BlSAfE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,3276,
Indian South African English,He/him used for inanimate referents,D,50,2,2-D,InSAfE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
White South African English,He/him used for inanimate referents,D,51,2,2-D,WhSAfE,L1c,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Indian English,He/him used for inanimate referents,D,52,2,2-D,IndE,L2,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Pakistani English,He/him used for inanimate referents,D,53,2,2-D,PakE,L2,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Butler English,He/him used for inanimate referents,B,54,2,2-B,ButlE,P,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Sri Lankan English,He/him used for inanimate referents,D,55,2,2-D,SLkE,L2,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Hong Kong English,He/him used for inanimate referents,D,56,2,2-D,HKE,L2,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Colloquial Singapore English (Singlish),He/him used for inanimate referents,D,57,2,2-D,CollSgE,L1c,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Malaysian English,He/him used for inanimate referents,D,58,2,2-D,MalE,L2,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Australian English,He/him used for inanimate referents,X,59,2,2-X,AusE,L1c,Au,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Australian Vernacular English,He/him used for inanimate referents,B,60,2,2-B,AusVE,L1c,Au,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Aboriginal English,He/him used for inanimate referents,B,61,2,2-B,AborE,L1c,Au,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,3803 3804,
Roper River Creole (Kriol),He/him used for inanimate referents,D,62,2,2-D,RRC,Cr,Au,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Torres Strait Creole,He/him used for inanimate referents,?,63,2,2-NA,TorSC,Cr,Au,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
New Zealand English,He/him used for inanimate referents,D,64,2,2-D,NZE,L1c,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Norfolk Island/ Pitcairn English,He/him used for inanimate referents,D,65,2,2-D,Norf'k,P,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Palmerston English,He/him used for inanimate referents,B,66,2,2-B,PalmE,Cr,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,1,
Acrolectal Fiji English,He/him used for inanimate referents,D,67,2,2-D,FijiE,L2,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Pure Fiji English (basilectal FijiE),He/him used for inanimate referents,B,68,2,2-B,CollFijiE,L2,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Bislama,He/him used for inanimate referents,X,69,2,2-X,Bislama,Cr,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Tok Pisin,He/him used for inanimate referents,X,70,2,2-X,TP,P,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Hawaiʼi Creole,He/him used for inanimate referents,C,71,2,2-C,HawC,Cr,Pa,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,1799,
Falkland Islands English,He/him used for inanimate referents,D,72,2,2-D,FlkE,L1c,SA,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
St. Helena English,He/him used for inanimate referents,D,73,2,2-D,StHE,L1c,SA,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Tristan da Cunha English,He/him used for inanimate referents,D,74,2,2-D,TdCE,L1c,SA,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Philippine English,He/him used for inanimate referents,D,75,2,2-D,PhilE,L1c,As,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Cape Flats English,He/him used for inanimate referents,D,76,2,2-D,CFE,L2,Af,1,I bet thee cansnʼ climb he [= a tree],0.263157894736842,0.48,,,
Orkney and Shetland English,Alternative forms/phrases for referential (non-dummy) it,X,1,3,3-X,O&SE,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Scottish English,Alternative forms/phrases for referential (non-dummy) it,?,2,3,3-NA,ScE,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Irish English,Alternative forms/phrases for referential (non-dummy) it,A,3,3,3-A,IrE,L1c,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,3952,
Manx English,Alternative forms/phrases for referential (non-dummy) it,B,4,3,3-B,ManxE,L1c,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1894,
Welsh English,Alternative forms/phrases for referential (non-dummy) it,B,5,3,3-B,WelE,L1c,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
English dialects in the North of England,Alternative forms/phrases for referential (non-dummy) it,?,6,3,3-NA,North,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
English dialects in the Southwest of England,Alternative forms/phrases for referential (non-dummy) it,?,7,3,3-NA,SW,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
East Anglian English,Alternative forms/phrases for referential (non-dummy) it,D,8,3,3-D,EA,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
English dialects in the Southeast of England,Alternative forms/phrases for referential (non-dummy) it,D,9,3,3-D,SE,L1t,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Channel Islands English,Alternative forms/phrases for referential (non-dummy) it,D,10,3,3-D,ChIsE,L1c,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
British Creole,Alternative forms/phrases for referential (non-dummy) it,B,11,3,3-B,BrC,Cr,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Maltese English,Alternative forms/phrases for referential (non-dummy) it,C,12,3,3-C,MaltE,L1c,BI,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Newfoundland English,Alternative forms/phrases for referential (non-dummy) it,?,13,3,3-NA,NfldE,L1t,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Colloquial American English,Alternative forms/phrases for referential (non-dummy) it,D,14,3,3-D,CollAmE,L1c,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Urban African American Vernacular English,Alternative forms/phrases for referential (non-dummy) it,B,15,3,3-B,UAAVE,L1c,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Rural African American Vernacular English,Alternative forms/phrases for referential (non-dummy) it,D,16,3,3-D,RAAVE,L1c,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,,
Earlier African American Vernacular English,Alternative forms/phrases for referential (non-dummy) it,C,17,3,3-C,EAAVE,L1c,Am,1,e.g. the thing: When you on [‘switch on’] the alarm system you press this button. When you off the thing [‘switch it off’] you press that one.,0.552631578947368,0.642857142857143,,1226,
