Language_ID,Parameter_ID,Value,Language_ID_raw,Parameter_ID_raw,Code_ID,Language_abbr,Language_Type_ID,Language_Region_ID,Parameter_Category_ID,Parameter_Description,Parameter_Attestation,Parameter_Pervasiveness,Source,Example_ID,Comment
Falkland Islands English,Special inflected forms of have,D,72,138,138-D,FlkE,L1c,SA,5,he amn’t ‘he hasn’t’,0.0394736842105263,0.5,,,
St. Helena English,Special inflected forms of have,D,73,138,138-D,StHE,L1c,SA,5,he amn’t ‘he hasn’t’,0.0394736842105263,0.5,,,
Tristan da Cunha English,Special inflected forms of have,D,74,138,138-D,TdCE,L1c,SA,5,he amn’t ‘he hasn’t’,0.0394736842105263,0.5,,,
Philippine English,Special inflected forms of have,D,75,138,138-D,PhilE,L1c,As,5,he amn’t ‘he hasn’t’,0.0394736842105263,0.5,,,
Cape Flats English,Special inflected forms of have,D,76,138,138-D,CFE,L2,Af,5,he amn’t ‘he hasn’t’,0.0394736842105263,0.5,,,
Orkney and Shetland English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,1,139,139-D,O&SE,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Scottish English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,2,139,139-D,ScE,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Irish English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,3,139,139-D,IrE,L1c,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Manx English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,4,139,139-B,ManxE,L1c,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,1959 1960,
Welsh English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,5,139,139-B,WelE,L1c,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
English dialects in the North of England,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,6,139,139-B,North,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,2017,
English dialects in the Southwest of England,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,7,139,139-C,SW,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,1192 1193,
East Anglian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,8,139,139-A,EA,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,375 376,
English dialects in the Southeast of England,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,9,139,139-A,SE,L1t,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Channel Islands English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,10,139,139-D,ChIsE,L1c,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
British Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,11,139,139-D,BrC,Cr,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Maltese English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,12,139,139-D,MaltE,L1c,BI,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Newfoundland English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,13,139,139-A,NfldE,L1t,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,2097 2098 2099 2100,
Colloquial American English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,?,14,139,139-NA,CollAmE,L1c,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Urban African American Vernacular English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,15,139,139-B,UAAVE,L1c,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Rural African American Vernacular English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,16,139,139-C,RAAVE,L1c,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Earlier African American Vernacular English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,17,139,139-C,EAAVE,L1c,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,1287,
Ozark English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,18,139,139-B,OzE,L1t,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Appalachian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,?,19,139,139-NA,AppE,L1t,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Southeast American enclave dialects,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,20,139,139-B,SEAmE,L1t,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Gullah,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,21,139,139-D,Gullah,Cr,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Chicano English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,22,139,139-X,ChcE,L2,Am,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Bahamian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,23,139,139-D,BahE,L1c,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Bahamian Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,24,139,139-D,BahC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Barbadian Creole (Bajan),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,25,139,139-A,Bajan,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,538 539,
Jamaican English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,26,139,139-D,JamE,L2,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Jamaican Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,27,139,139-X,JamC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
San Andrés Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,28,139,139-D,SanAC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Belizean Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,29,139,139-D,BelC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Guyanese Creole (Creolese),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,30,139,139-X,GuyC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Eastern Maroon Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,31,139,139-X,EMarC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Saramaccan,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,32,139,139-D,Saramaccan,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Sranan,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,33,139,139-X,Sranan,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Trinidadian Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,34,139,139-D,TrinC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Vincentian Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,35,139,139-D,VinC,Cr,Ca,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Krio (Sierra Leone Creole),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,36,139,139-D,Krio,Cr,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Liberian Settler English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,37,139,139-D,LibSE,L1c,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Vernacular Liberian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,38,139,139-D,VLibE,P,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Ghanaian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,39,139,139-D,GhE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Ghanaian Pidgin,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,40,139,139-X,GhP,P,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Nigerian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,41,139,139-D,NigE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Nigerian Pidgin,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,42,139,139-A,NigP,P,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,626,
Cameroon English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,43,139,139-D,CamE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Cameroon Pidgin,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,44,139,139-X,CamP,P,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Tanzanian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,45,139,139-X,TznE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Kenyan English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,46,139,139-X,KenE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Ugandan English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,47,139,139-D,UgE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
White Zimbabwean English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,48,139,139-X,WhZimE,L1c,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Black South African English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,49,139,139-D,BlSAfE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Indian South African English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,50,139,139-D,InSAfE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
White South African English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,51,139,139-D,WhSAfE,L1c,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Indian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,52,139,139-D,IndE,L2,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Pakistani English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,53,139,139-D,PakE,L2,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Butler English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,54,139,139-X,ButlE,P,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Sri Lankan English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,55,139,139-D,SLkE,L2,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Hong Kong English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,56,139,139-D,HKE,L2,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Colloquial Singapore English (Singlish),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,57,139,139-D,CollSgE,L1c,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Malaysian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,58,139,139-D,MalE,L2,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Australian English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,59,139,139-C,AusE,L1c,Au,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,3649,
Australian Vernacular English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,60,139,139-B,AusVE,L1c,Au,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Aboriginal English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,A,61,139,139-A,AborE,L1c,Au,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,3890 3891,
Roper River Creole (Kriol),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,62,139,139-D,RRC,Cr,Au,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Torres Strait Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,63,139,139-X,TorSC,Cr,Au,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
New Zealand English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,64,139,139-D,NZE,L1c,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Norfolk Island/ Pitcairn English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,65,139,139-D,Norf'k,P,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Palmerston English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,?,66,139,139-NA,PalmE,Cr,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Acrolectal Fiji English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,?,67,139,139-NA,FijiE,L2,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Pure Fiji English (basilectal FijiE),Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,68,139,139-B,CollFijiE,L2,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Bislama,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,69,139,139-X,Bislama,Cr,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Tok Pisin,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,X,70,139,139-X,TP,P,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Hawaiʼi Creole,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,71,139,139-D,HawC,Cr,Pa,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Falkland Islands English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,72,139,139-C,FlkE,L1c,SA,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,3777,
St. Helena English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,B,73,139,139-B,StHE,L1c,SA,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Tristan da Cunha English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,C,74,139,139-C,TdCE,L1c,SA,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Philippine English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,75,139,139-D,PhilE,L1c,As,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Cape Flats English,Distinctive forms for auxiliary vs. full verb meanings of primary verbs,D,76,139,139-D,CFE,L2,Af,5,"She done it, didnʼt she?; We has a muck round here [full verb] vs. We havenʼt been there since we got married[auxiliary]",0.276315789473684,0.628571428571429,,,
Orkney and Shetland English,Other forms/phrases for copula ʼbeʼ: before NPs,D,1,140,140-D,O&SE,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Scottish English,Other forms/phrases for copula ʼbeʼ: before NPs,D,2,140,140-D,ScE,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Irish English,Other forms/phrases for copula ʼbeʼ: before NPs,D,3,140,140-D,IrE,L1c,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Manx English,Other forms/phrases for copula ʼbeʼ: before NPs,D,4,140,140-D,ManxE,L1c,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Welsh English,Other forms/phrases for copula ʼbeʼ: before NPs,D,5,140,140-D,WelE,L1c,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
English dialects in the North of England,Other forms/phrases for copula ʼbeʼ: before NPs,X,6,140,140-X,North,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
English dialects in the Southwest of England,Other forms/phrases for copula ʼbeʼ: before NPs,X,7,140,140-X,SW,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
East Anglian English,Other forms/phrases for copula ʼbeʼ: before NPs,D,8,140,140-D,EA,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
English dialects in the Southeast of England,Other forms/phrases for copula ʼbeʼ: before NPs,D,9,140,140-D,SE,L1t,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Channel Islands English,Other forms/phrases for copula ʼbeʼ: before NPs,D,10,140,140-D,ChIsE,L1c,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
British Creole,Other forms/phrases for copula ʼbeʼ: before NPs,D,11,140,140-D,BrC,Cr,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Maltese English,Other forms/phrases for copula ʼbeʼ: before NPs,D,12,140,140-D,MaltE,L1c,BI,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Newfoundland English,Other forms/phrases for copula ʼbeʼ: before NPs,D,13,140,140-D,NfldE,L1t,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Colloquial American English,Other forms/phrases for copula ʼbeʼ: before NPs,X,14,140,140-X,CollAmE,L1c,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Urban African American Vernacular English,Other forms/phrases for copula ʼbeʼ: before NPs,D,15,140,140-D,UAAVE,L1c,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Rural African American Vernacular English,Other forms/phrases for copula ʼbeʼ: before NPs,D,16,140,140-D,RAAVE,L1c,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Earlier African American Vernacular English,Other forms/phrases for copula ʼbeʼ: before NPs,D,17,140,140-D,EAAVE,L1c,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Ozark English,Other forms/phrases for copula ʼbeʼ: before NPs,X,18,140,140-X,OzE,L1t,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Appalachian English,Other forms/phrases for copula ʼbeʼ: before NPs,D,19,140,140-D,AppE,L1t,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Southeast American enclave dialects,Other forms/phrases for copula ʼbeʼ: before NPs,C,20,140,140-C,SEAmE,L1t,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Gullah,Other forms/phrases for copula ʼbeʼ: before NPs,A,21,140,140-A,Gullah,Cr,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,2183,
Chicano English,Other forms/phrases for copula ʼbeʼ: before NPs,X,22,140,140-X,ChcE,L2,Am,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Bahamian English,Other forms/phrases for copula ʼbeʼ: before NPs,C,23,140,140-C,BahE,L1c,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Bahamian Creole,Other forms/phrases for copula ʼbeʼ: before NPs,D,24,140,140-D,BahC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Barbadian Creole (Bajan),Other forms/phrases for copula ʼbeʼ: before NPs,X,25,140,140-X,Bajan,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Jamaican English,Other forms/phrases for copula ʼbeʼ: before NPs,D,26,140,140-D,JamE,L2,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Jamaican Creole,Other forms/phrases for copula ʼbeʼ: before NPs,A,27,140,140-A,JamC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,2387,
San Andrés Creole,Other forms/phrases for copula ʼbeʼ: before NPs,A,28,140,140-A,SanAC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,2476,
Belizean Creole,Other forms/phrases for copula ʼbeʼ: before NPs,A,29,140,140-A,BelC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,1499 1500,
Guyanese Creole (Creolese),Other forms/phrases for copula ʼbeʼ: before NPs,B,30,140,140-B,GuyC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Eastern Maroon Creole,Other forms/phrases for copula ʼbeʼ: before NPs,A,31,140,140-A,EMarC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,1589,
Saramaccan,Other forms/phrases for copula ʼbeʼ: before NPs,A,32,140,140-A,Saramaccan,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,2543,
Sranan,Other forms/phrases for copula ʼbeʼ: before NPs,A,33,140,140-A,Sranan,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,2596,
Trinidadian Creole,Other forms/phrases for copula ʼbeʼ: before NPs,D,34,140,140-D,TrinC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,,
Vincentian Creole,Other forms/phrases for copula ʼbeʼ: before NPs,B,35,140,140-B,VinC,Cr,Ca,5,Ebry day da fishing day… ‘Every day is a day for fishing…’,0.276315789473684,0.761904761904762,,1676,
